problem,arm,point_id,decision,normalized_objectives
dtlz6,random,104,"[0.05660357021272011,0.907987661004327,0.9806906817413013,0.11663461252871132,0.21989651288568224,0.43916147464029853,0.6129954030045145,0.26569261244414444,0.9652833725389516,0.003930438941701531,0.8463194472359816,0.04541196325130292]","[2.8567564067113222,13.364480780726577,0.8614880977714835]"
dtlz6,random,105,"[0.15347481133202745,0.8992077331786478,0.039687048933474856,0.8845769391279591,0.21044391785418715,0.8337631647858778,0.0013075048341968376,0.06432608691586683,0.806399090915244,0.7340659266929693,0.019017716937803075,0.2537495862425698]","[2.862634427318732,12.471561125800058,2.2245470895244406]"
dtlz6,random,106,"[0.024910271535732553,0.9054762684289243,0.03591526102822795,0.45119131409393776,0.5813297127546306,0.0508705949180156,0.5057935966767242,0.8147571505013024,0.5645456105889831,0.06599430729790179,0.4361600847727414,0.8096559832045115]","[2.944321441014394,13.604177478265733,0.3853165918347318]"
dtlz6,random,107,"[0.05422321511455541,0.8947402588360963,0.04956207779459798,0.175430859541303,0.6559379092424814,0.038218807728984894,0.34739031229902073,0.007082205615119186,0.1517752604833955,0.27129994180654027,0.5413949329166808,0.06858544682857692]","[2.9856552218771837,12.588229429806725,0.781071643676017]"
dtlz6,random,108,"[0.8503162845556754,0.026859487301851392,0.7377350981711762,0.10622116145963756,0.006633654320693516,0.40711409081877536,0.0629700135058675,0.05680701616880046,0.043210756750385326,0.9744034647043088,0.6243671994470901,0.3633114544032541]","[3.0686895980020314,0.3743651166143059,9.125226025447853]"
dtlz6,random,109,"[0.5831163451967027,0.7879595498944514,0.7965002297712234,0.6074090629048796,0.005975184709081649,0.7337165129251122,0.04765646030937487,0.9227828638929818,0.023185975353992472,0.5608297652676785,0.6796556267517087,0.7446267318544885]","[3.1220981193125676,7.833245933497105,7.7652414890062555]"
dtlz6,random,110,"[0.5824642211029821,0.7869456782928712,0.42527454016043553,0.60883386698449,0.10216717283401866,0.5443734273949186,0.0684807572235161,0.08370728171133068,0.6077459775689182,0.6876047868451323,0.26907809295244167,0.16598799507962092]","[3.134251082466423,7.8299459754116025,7.750122893741892]"
dtlz6,random,111,"[0.28733440018906065,0.8742955223379323,0.22578945047910182,0.805642253914891,0.05074614354427154,0.8776471929197674,0.5342877335066314,0.76941570165324,0.3188461409686163,0.18431826788035965,0.022244382663353712,0.07789370834738274]","[3.1447994210084365,11.907393595343992,4.221125596456164]"
dtlz6,random,112,"[0.3116825106974529,0.8720695134314487,0.4726967606999668,0.8395016463986472,0.0014861863656654428,0.5192588351877623,0.4552342535415733,0.7469763687861654,0.36858849784413206,0.026740691298347663,0.9446432498811514,0.9757226414000967]","[3.165627703249023,11.888188576629801,4.635437264713814]"
dtlz6,random,113,"[0.4844867290958951,0.8239522054262676,0.12369718011342756,0.6386351269377719,0.8161132013360661,0.22934639501308463,0.677856794290735,0.28268107091709405,0.774899374448803,0.09789584417411079,0.8998718500620269,0.029408390183130795]","[3.2692058702355373,9.611301883942708,6.837005444829432]"
dtlz6,random,114,"[0.6622461828210903,0.7000270598804492,0.12719393939347956,0.09019764295718957,0.4692100750741999,0.06912330782736198,0.04203652558586768,0.8669594649160419,0.6272337084449955,0.012352208734937697,0.6115112967095329,0.39313575040255655]","[3.2743899922572584,5.9318225366697686,8.166835974992651]"
dtlz6,random,115,"[0.5682250768569728,0.7724161530148087,0.32327931389539,0.522009215821646,0.8767791555231291,0.035213170015190864,0.013589459281635907,0.7276471501999643,0.04845480480593101,0.6205339051614934,0.023942466717077338,0.27557235906504574]","[3.2748126492199745,7.682342799895136,7.328926189988146]"
dtlz6,random,116,"[0.005610630571842856,0.8856666431197581,0.6101766683403997,0.24106956041650307,0.941942944719088,0.14704047448850932,0.43033111549927616,0.036876312014127666,0.2690513153928489,0.5946506625104017,0.20519366147393092,0.02614876150419554]","[3.2755978884745516,13.249547965798964,0.08505718103419999]"
dtlz6,random,117,"[0.5892443370452931,0.7500533933094108,0.0028388882740101318,0.08418985947843871,0.718047796556171,0.012746366724252445,0.030851859740194776,0.9684928521129714,0.36146625570385016,0.14686044580540436,0.23336598381738605,0.5589990043870321]","[3.2964040295542625,7.087291415122447,7.343134756738481]"
dtlz6,random,118,"[0.0701832547529816,0.8771086241471546,0.12504954450508676,0.524986447451776,0.21737928661017047,0.001431677328619041,0.030507664997543316,0.4033578660324012,0.18885015310935238,0.313543305152134,0.46355503840320345,0.16934005290461873]","[3.3049366061762844,12.57022842768888,1.0173265498105604]"
dtlz6,random,119,"[0.460410343716261,0.8231295769552843,0.0749074556947944,0.4784112789016196,0.5032442149107552,0.04054271255913533,0.02579813987984403,0.9628726989816758,0.560007269529063,0.12185336191034513,0.18122194227300858,0.9886792982857987]","[3.3181505602049657,9.673149759430496,6.3834318107839945]"
dtlz6,random,120,"[0.007781171867462855,0.8823462937606132,0.9701833476164274,0.3764715754521467,0.09726315219447568,0.1611254631255269,0.15654160446544607,0.4305982215624172,0.0030271518276091536,0.49205040074762985,0.31564986583876087,0.8214183864490544]","[3.3350042838882814,13.220878262089158,0.11784941116173035]"
dtlz6,random,121,"[0.21160509680952744,0.8629951026830667,0.24531323080652512,0.33914465571692254,0.24836291235828145,0.39586596634345306,0.5912532838649791,0.07231502740994145,0.46530065476611593,0.00902694058655662,0.5645991665430274,0.07457666469459734]","[3.460590862937917,12.26405010774732,3.110428784620835]"
dtlz6,random,122,"[0.3615330959838554,0.8435434707003067,0.40214780281246687,0.30241087288133217,0.16657290695399274,0.4838925068486898,0.8257223634347053,0.01989255709704918,0.8433416369217946,0.2759321924740633,0.14299278086441836,0.5081573472763645]","[3.474565756241593,11.209087740534706,5.294195886098649]"
dtlz6,random,123,"[0.8335199968421068,0.01373568126302005,0.23277192334984775,0.14663889999392576,0.9770145071610826,0.0054031096734027395,0.006598106735066778,0.7738943216800884,0.4333316457958021,0.6939714914686232,0.18279006910276596,0.9942887252283845]","[3.487530035650584,0.35430048525318,9.261679352255463]"
dtlz6,random,124,"[0.6219919899144141,0.727068532940754,0.7741161445797332,0.3295988167300805,0.4946587394668306,0.18237184256661065,0.25281401951642324,0.5583832582634264,0.16911321150544412,0.17915156580853453,0.8441755605272233,0.03270374821656863]","[3.4887687579994595,6.954117369426471,8.149832122928807]"
dtlz6,random,125,"[0.38156615450334386,0.8391243198658148,0.6910612404806125,0.5027395771705558,0.8985426071198885,0.9232198828754768,0.22403379395316148,0.7606604026681175,0.852839440242922,0.1257766895461927,0.31266255975064083,0.0018460756690612534]","[3.497734885316108,11.05867805113182,5.603263880292055]"
dtlz6,random,126,"[0.017183969652421416,0.8729273703544345,0.3436835865172124,0.2390751431117294,0.4995236876687592,0.7157309923887029,0.13936129011455978,0.36141558064496204,0.3588510666498609,0.13755404338529642,0.04635647397398046,0.09440472177680348]","[3.507779683364774,13.16560461417595,0.26011590939929674]"
dtlz6,random,127,"[0.5024819292076828,0.7936165781080349,0.7181713898252108,0.7723534704993762,0.5058481032769971,0.17862511262328273,0.9254914471260047,0.05866083949064749,0.05035510192982606,0.027073283337790244,0.4025625797809639,0.900562557499823]","[3.5427750046087194,9.100940819973395,6.959792465085678]"
dtlz6,random,128,"[0.7811525325405713,0.40429329081110454,0.07580475042885149,0.6188711294478312,0.10789103797472999,0.4491860918563042,0.5955037472996074,0.003562383063099639,0.23010411953496157,0.6876349914922578,0.09056801679624038,0.12015902140464985]","[3.5600564598731554,2.712401197481514,8.84058044044087]"
dtlz6,random,129,"[0.3533527739376543,0.8388331602929245,0.010449201602327873,0.7205678776085471,0.3918245667211897,0.518805184505913,0.9842058572460106,0.2604692875275785,0.42551943113959556,0.42179985881945325,0.05729449165023204,0.2911290162847918]","[3.5622966362210593,11.216610212607563,5.160041565469693]"
dtlz6,random,130,"[0.721203126951331,0.5597156165341078,0.42066106121550007,0.04106986855177519,0.02995282721379855,0.018954564318661493,0.025341130082408903,0.14540940821275417,0.6693503279708112,0.7142235445314498,0.6687017037415103,0.09669140181069957]","[3.568630187825292,4.221607480259401,8.347488180436475]"
dtlz6,random,131,"[0.41901487434679463,0.817913615624931,0.7287609472102199,0.0016552029219306652,0.7368712936568674,0.22523962975096312,0.15012676221779708,0.22841551632324408,0.7890105178115008,0.948796459664691,0.359009716182875,0.249845451834677]","[3.613074853443266,10.306480137552162,5.971163701107302]"
dtlz6,random,132,"[0.6234602216777607,0.7047475263053514,0.08996984115861051,0.2279544604240984,0.31230428280969813,0.23802628081689237,0.10962820852481947,0.8848258670152326,0.8472554571370323,0.37281616002493834,0.00618021171498806,0.9475045630096489]","[3.6394016395814095,6.709542121428104,8.035592742900942]"
dtlz6,random,133,"[0.024699875389637693,0.8657975002806313,0.39119065849875767,0.006342026723044292,0.41055876899999544,0.8861448725151851,0.016405188701259843,0.5402693980906288,0.2875714288001354,0.6256736101712641,0.7858892126558783,0.1480356573486522]","[3.6445327909209198,13.15357700292751,0.37464775891766156]"
dtlz6,random,134,"[0.4149293670558172,0.8166499748718722,0.933779040092298,0.012106052260498101,0.33820306952822987,0.3595219304183104,0.7730902739728615,0.06182015937587981,0.9626745223045388,0.27372203762301983,0.6435659820463621,0.13013247155217011]","[3.6663856214331663,10.408334252086519,5.953744943730667]"
dtlz6,random,135,"[0.4094593836186067,0.8165434704765806,0.03638992937887742,0.9070076548047326,0.8839391156185837,0.09681868018681883,0.21967954158393554,0.08620851270515661,0.5459678781121876,0.6118188830049941,0.6198642774652269,0.06639584212470251]","[3.6673145420310216,10.392837155924232,5.840773454841676]"
dtlz6,random,136,"[0.7777828033460347,0.35925219393695573,0.6983874159103052,0.6989999750711868,0.37374421423908455,0.002728197786194708,0.0025458305736388853,0.19697538726359753,0.04787294327540914,0.4314213196329961,0.3960446906885421,0.3975694854854759]","[3.730667560351715,2.4879555205183967,8.71188458850764]"
dtlz6,random,137,"[0.4296849414972398,0.7926827695555503,0.5576039063732594,0.24030747295870847,0.21763307869037152,0.011309489327342548,0.005655533547088032,0.8327166137547922,0.21096561853490392,0.2856531481526171,0.37083739507453983,0.5798765057767585]","[3.824220838863572,9.739097941890396,5.92128239807723]"
dtlz6,random,138,"[0.48477665538567905,0.7821506363353248,0.29266226289841035,0.007818961698547566,0.7378431460564728,0.29561876378888297,0.5007355200632663,0.23044506841270795,0.18804279908854626,0.9097600492445417,0.784922941603247,0.7496768042316312]","[3.8368163199324545,9.419653718208025,6.856052422738067]"
dtlz6,random,139,"[0.14042092321166155,0.8429984086856195,0.440137004124309,0.40034711171376036,0.04720575722904907,0.9437879155003732,0.0657029750422986,0.21537871489100924,0.05985559320702072,0.025330828197068556,0.3283529329564049,0.377919935399081]","[3.8932386370622645,12.421318939917638,2.0638454658997842]"
dtlz6,random,140,"[0.40325290186383733,0.7953557315647628,0.7140438672299401,0.4958761455980151,0.02228096682152292,0.9138661375108478,0.023122962595519936,0.693310487553866,0.012631839509129605,0.8659296978533436,0.1245659782737516,0.44594216866978564]","[3.951164509881819,10.19205816234252,5.676364844954826]"
dtlz6,random,141,"[0.3436469593681891,0.8155025955059121,0.4201120996409796,0.6187900836450415,0.07949584544311517,0.11193142665478872,0.6451418798123227,0.007926820638861631,0.5258124662946196,0.8719526180413049,0.8149599704413185,0.16403436447744546]","[3.9556940248815935,11.162128240616575,5.017212778741136]"
dtlz6,random,142,"[0.30972124933075484,0.8266203656010945,0.09265505276424302,0.8646774411406095,0.9658749856385788,0.8160710964886811,0.32488362416151884,0.8529258325398478,0.9399042357980777,0.19311224987873576,0.0032037973953150667,0.42401069393670265]","[3.9593105670790156,11.793327771276704,4.652605225604079]"
dtlz6,random,143,"[0.3005971889249157,0.8224510942158614,0.49761503821697806,0.5000754148653976,0.7569714499250273,0.24838546901943637,0.46748226697308237,0.23001770966323798,0.025481951078230924,0.8301113079442941,0.1647353880192428,0.02162711600158318]","[3.967863516372635,11.54015851734767,4.406894773171796]"
dtlz6,random,144,"[0.48094733197104567,0.7716407590645352,0.9078444448906369,0.043732485971630264,0.3738162543166811,0.1958041649244251,0.011153135485665766,0.7147461079011158,0.36002805642530633,0.6341443471087798,0.5998587568110646,0.9775721531722636]","[3.981702900392611,9.36910041411987,6.779935903745757]"
dtlz6,random,145,"[0.3050052545557642,0.8206898890848886,0.49546751275857415,0.6469150933222803,0.6086105153819599,0.025577117306928465,0.15465203088365098,0.640466724723054,0.4419884999445355,0.0337252914408811,0.26238505460678196,0.23594425723188905]","[3.9842029236713805,11.495963703300998,4.469109127617914]"
dtlz6,random,146,"[0.2559545701286038,0.8335253106038255,0.5246401010707337,0.14191016285077818,0.3034059943823968,0.39774580990917097,0.4384807527005823,0.12524705050704477,0.7667025714985098,0.04331863405327119,0.5268271310502207,0.7220636188070335]","[3.9856947726544187,12.256663055323331,3.875191823697117]"
dtlz6,random,147,"[0.38381326320159226,0.8064271624721467,0.9079906175173296,0.014045157649792417,0.20864901721819717,0.9623154571083593,0.7303000153104083,0.8891374737378118,0.6168147890466409,0.2287966691137685,0.09929484878741712,0.49759832053004216]","[4.016199428297822,10.926808702763351,5.66669998793002]"
dtlz6,random,148,"[0.47119731897467665,0.7716257334661704,0.2743213146539235,0.17282069015278612,0.8495605203738872,0.1392467824945388,0.6436304846309948,0.48432529511323497,0.041607696102990754,0.07568710253541899,0.8143923753154965,0.7050516082114927]","[4.026539324274374,9.47017310811944,6.646236668836065]"
dtlz6,random,149,"[0.6397516704687628,0.621423166743908,0.0027432124699755533,0.13583868451243852,0.42381241731717434,0.17037377770666617,0.3354880948700635,0.2684074697283344,0.33928601303771955,0.05014834482779951,0.21638470780251007,0.2327384171818403]","[4.054033728101039,5.735985697598289,7.819563071114548]"
dtlz6,random,150,"[0.3679565386686827,0.8011725977278519,0.7269827149059558,0.8940919523879021,0.4538992567913822,0.3765064888495331,0.8907589286646908,0.09363018870553641,0.28436812117033416,0.0678975315873448,0.17868943515291003,0.02710811236369237]","[4.077788800563876,10.806250429157515,5.327341259081863]"
dtlz6,random,151,"[0.47165300806907473,0.7628336884974303,0.4256880215962259,0.4401618677930391,0.611241267090283,0.45727876955558355,0.0036886946314707014,0.5876535158612002,0.8597304606186162,0.03551287695801508,0.9425638194749306,0.6898623938283025]","[4.155941218136125,9.451465440767427,6.677910350260277]"
dtlz6,random,152,"[0.6709655369601739,0.5748796267986817,0.05773640403058078,0.6903334406716557,0.7457068754959582,0.0006829994314396792,0.05914358395539776,0.09381754395788089,0.777917309207138,0.8899562364947126,0.5818368019883073,0.4713668889061533]","[4.197065798462818,5.189149987307544,8.30296083965751]"
dtlz6,random,153,"[0.24433436480995108,0.8192691618012266,0.012437269643652438,0.7168989365929774,0.5526860096789109,0.05839619318727263,0.8494768074050126,0.6339891544604236,0.07730171656529117,0.4761290890047035,0.885760194668512,0.6848199272762139]","[4.262582567954363,12.26235777054972,3.7070069653649815]"
